,album,artists,duration_ms,id,name,popularity,artist_id,genres,danceability,energy,speechiness,acousticness,instrumentalness,valence,tempo
52,"{'album_type': 'single', 'name': 'Bamboozle', 'release_date': '2018-04-27', 'total_tracks': 2, 'uri': 'spotify:album:6qwGWuOdaTrnf4Njrwwb13'}",Hannah Wants,366250,5fY0dL2j93EkLwekunm4xN,Bamboozle - Original Mix,24,7sK4hnuUOXw6VStDw0q8NI,"['house', 'uk dance']",0.844,0.945,0.0693,0.00612,0.658,0.821,126.965
53,"{'album_type': 'album', 'name': 'Before the Storm', 'release_date': '2000-01-01', 'total_tracks': 11, 'uri': 'spotify:album:5GnRROSFWQhuxfDkyBALGb'}",Darude,225666,3dxDj8pDPlIHCIrUPXuCeG,Sandstorm,71,0LhHRmSd1EYM5QdNeNnCoQ,"['eurodance', 'finnish edm']",0.532,0.967,0.0457,0.146,0.985,0.59,136.083
54,"{'album_type': 'single', 'name': 'Badman (Remixes)', 'release_date': '2015-03-23', 'total_tracks': 4, 'uri': 'spotify:album:7vLTuMFJEIMRkG1IzoiAtM'}",Autoerotique,233093,2gWBICyhji6qmrIsWyttZ7,Badman - Torro Torro Remix,50,3SvCpwSeoWCcjfo8zjPZKB,"['brostep', 'canadian electronic', 'electro house']",0.73,0.994,0.0405,0.0184,0.268,0.819,126.989
55,"{'album_type': 'single', 'name': 'Shelf Life (Remixes)', 'release_date': '2020-12-11', 'total_tracks': 3, 'uri': 'spotify:album:7GPV9wiaP7NR1dpGS9A9vR'}",Northeast Party House,266929,28IBGvVeM6na3rK4PHBAZZ,Shelf Life - Benson Remix,10,500YRyClzP6Z7HtWd1BIje,['australian indie'],0.751,0.665,0.0432,0.00404,0.576,0.051,127.032
56,"{'album_type': 'single', 'name': 'Teach Me (Amelie Lens Remixes)', 'release_date': '2019-02-11', 'total_tracks': 2, 'uri': 'spotify:album:54lRkxqFP3gfn1aOFsLmqV'}",Adam Beyer,325384,1BAf4QwMu4LXn6DsRH3XiU,Teach Me - Amelie Lens Acid Mix,30,1btv9qmIpbp7q1ixCYNdHu,"['dark techno', 'minimal techno', 'raw techno', 'schranz', 'swedish electronic', 'swedish techno', 'techno']",0.635,0.756,0.0381,0.000564,0.868,0.106,129.998
57,"{'album_type': 'album', 'name': 'Meet The Woo 2 (Deluxe)', 'release_date': '2020-02-12', 'total_tracks': 16, 'uri': 'spotify:album:5NTOvCGu7HT4DgJGLXtKUU'}",Pop Smoke,127546,4lCSOu4tsSlljiQUlWJYVt,Invincible,58,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'rap']",0.731,0.734,0.273,0.127,0.0,0.625,142.983
58,"{'album_type': 'single', 'name': 'Hands Up', 'release_date': '2020-07-31', 'total_tracks': 1, 'uri': 'spotify:album:5BgWLwBlDLUaDkoDPOWju0'}",Martin Ikin,215551,31JdRxYbLDifLWRztbWznv,Hands Up,35,7DhdJhd6DrxeJlUajwttd1,"['house', 'tech house']",0.846,0.994,0.0642,0.0258,0.00411,0.678,126.981
59,"{'album_type': 'album', 'name': 'Club Life, Vol. 4 - New York City', 'release_date': '2015-05-18', 'total_tracks': 18, 'uri': 'spotify:album:57bABnvvPfNhBQRI70dqlU'}",Tiësto,250946,0NIC4unbe5KZOp1d9T7OaF,Secrets,68,2o5jDhtHVPhrJdv3cEQ99Z,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",0.648,0.812,0.0414,0.000329,0.0369,0.122,128.178
60,"{'album_type': 'single', 'name': 'Yeah Yeah Yeah', 'release_date': '2015-07-24', 'total_tracks': 1, 'uri': 'spotify:album:6wNPedWIJRB1Jblr5dofvj'}",Jax Jones,219602,6reg46TnVrrHBEpV4H9yZN,Yeah Yeah Yeah - Radio Edit,42,4Q6nIcaBED8qUel8bBx6Cr,"['dance pop', 'edm', 'house', 'pop dance', 'uk dance', 'uk pop']",0.692,0.699,0.0317,0.114,0.101,0.71,121.996
61,"{'album_type': 'single', 'name': 'Break Shit', 'release_date': '2020-03-20', 'total_tracks': 1, 'uri': 'spotify:album:589UEOGJTF0Jk8sXA4GLKA'}",Jasiah,95483,0Sd0kdgU6HrIclxYjuV99j,Break Shit,59,7502fDxg339jvGV08Jd4R0,"['aesthetic rap', 'dark trap', 'ohio hip hop']",0.863,0.587,0.295,0.209,0.0,0.749,93.29
62,"{'album_type': 'album', 'name': 'Meet The Woo (Deluxe Version)', 'release_date': '2019-09-13', 'total_tracks': 11, 'uri': 'spotify:album:22py1IeIi51c0GBYEHQTsI'}",Pop Smoke,215493,5RNPPzwwFUg1htOrw5NdRq,Welcome To The Party (feat. Skepta) - Remix,40,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'rap']",0.483,0.652,0.184,0.0249,1.02e-05,0.266,107.206
63,"{'album_type': 'single', 'name': 'The Business', 'release_date': '2020-09-16', 'total_tracks': 1, 'uri': 'spotify:album:2adSO4KU3FDjeM1PXCRDZm'}",Tiësto,164000,6f3Slt0GbA2bPZlz0aIFXN,The Business,82,2o5jDhtHVPhrJdv3cEQ99Z,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",0.798,0.62,0.232,0.414,0.0192,0.235,120.031
64,"{'album_type': 'single', 'name': 'Turn Down for What', 'release_date': '2013-12-18', 'total_tracks': 1, 'uri': 'spotify:album:3zo0Hxh9rjJsdw2JAKReE3'}",DJ Snake,213733,67awxiNHNyjMXhVgsHuIrs,Turn Down for What,74,540vIaP2JwjQb9dm3aArA4,"['edm', 'electronic trap', 'pop', 'pop dance']",0.818,0.799,0.156,0.00107,0.128,0.0815,100.014
65,"{'album_type': 'album', 'name': 'Tonight Alright', 'release_date': '2004-03-29', 'total_tracks': 12, 'uri': 'spotify:album:5WqHoLszhaCZHgtTebMx8X'}",Spiderbait,205973,7uSsHbBFFAnkRQR1rDwP3L,Black Betty - Edit,70,6P7kkhED6EPrfoZuxz20Fo,"['australian alternative rock', 'australian rock']",0.562,0.865,0.0922,2.06e-05,0.591,0.35,124.047
66,"{'album_type': 'compilation', 'name': ""The Hitman's Bodyguard (Original Soundtrack Album)"", 'release_date': '2017', 'total_tracks': 15, 'uri': 'spotify:album:4d2jQf2hUMpyhk1xHdhLyw'}",Spiderbait,255224,7gfxaoDprGCQI9zvSwHLrA,Black Betty,62,0LyfQWJT6nXafLPZqxe9Of,[],0.47,0.835,0.0874,8.78e-06,0.516,0.431,124.016
67,"{'album_type': 'album', 'name': 'Ceremonials', 'release_date': '2011', 'total_tracks': 15, 'uri': 'spotify:album:3JODIzr9NLL7CMojdUR70g'}",Florence + The Machine,218190,57yeWyaoeTt26p0dlEZukQ,Spectrum (Say My Name) - Calvin Harris Remix,75,1moxjboGR7GNWYIMWsRjgG,"['baroque pop', 'modern rock', 'uk alternative pop']",0.578,0.946,0.0482,0.00225,0.00412,0.588,126.092
68,"{'album_type': 'album', 'name': 'Money Sucks, Friends Rule', 'release_date': '2014-10-22', 'total_tracks': 12, 'uri': 'spotify:album:0GJ7jQJRIQNDjz54cPo2XI'}",Dillon Francis,212773,3oZoXyU0SkDldgS7AcN4y4,Get Low,65,5R3Hr2cnCCjt220Jmt2xLf,"['brostep', 'edm', 'electro house', 'moombahton', 'pop dance', 'progressive electro house', 'slap house']",0.674,0.932,0.0859,0.0282,0.71,0.728,101.033
69,"{'album_type': 'single', 'name': 'Get Stupid (Radio Edit)', 'release_date': '2020-08-28', 'total_tracks': 1, 'uri': 'spotify:album:5m2XQ9RPurz1MFy0HJZwpF'}",Cloonee,227124,6tRw25Pa6zMiXFkZ3xBB2I,Get Stupid - Radio Edit,0,7MdlXmq2HViAJWo9cf30sR,['tech house'],0.859,0.677,0.0879,0.00216,0.00375,0.73,128.001
70,"{'album_type': 'album', 'name': 'Lazers Not Included', 'release_date': '2013-01-01', 'total_tracks': 13, 'uri': 'spotify:album:5BetJhjCEWc6GFfqSPupUB'}",Wilkinson,287241,2rnDPE04mBt78lfmp9JNDP,Take You Higher,54,6m8itYST9ADjBIYevXSb1r,"['dancefloor dnb', 'drum and bass', 'uk dance']",0.483,0.966,0.0501,0.000652,0.012,0.442,173.991
71,"{'album_type': 'single', 'name': 'Babylon (feat. Denzel Curry) [Remixes]', 'release_date': '2017-10-06', 'total_tracks': 3, 'uri': 'spotify:album:7AAfQSVbt4tCA7HFIl0Qy6'}",Ekali,156923,0sW7xBDLtKuGvcPxmt75CT,Babylon (feat. Denzel Curry) - Skrillex & Ronny J Remix,50,0Y0QSi6lz1bPik5Ffjr8sd,"['brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'future bass', 'vapor twitch']",0.869,0.869,0.208,0.00917,4.98e-06,0.661,130.005
72,"{'album_type': 'single', 'name': 'Bangers[6].Zip', 'release_date': '2020-10-16', 'total_tracks': 3, 'uri': 'spotify:album:3djSUWm3m92BDIXUxg3Fii'}",GRiZ,188800,7924NRevY7KfgupyhT6Xky,Juicy,1,25oLRSUjJk4YHNUsQXk7Ut,"['jamtronica', 'jazztronica', 'livetronica']",0.504,0.981,0.0476,0.000265,0.687,0.582,75.025
73,"{'album_type': 'single', 'name': 'You Can Have Me (If You Want Me)', 'release_date': '2020-10-16', 'total_tracks': 1, 'uri': 'spotify:album:6U3hHrZBc54cqaxj0vqz0i'}",Twelve,156566,6CUa0iKcDgblZhLStRkq8u,You Can Have Me (If You Want Me),50,5WwVhFK3J7CWQn30hZ8GPb,[],0.88,0.772,0.0665,0.0432,0.00228,0.835,118.01
74,"{'album_type': 'album', 'name': 'Meet The Woo 2 (Deluxe)', 'release_date': '2020-02-12', 'total_tracks': 16, 'uri': 'spotify:album:5NTOvCGu7HT4DgJGLXtKUU'}",Pop Smoke,108160,7CC9nqOp7fXsoyKsitBZ6J,Get Back,55,0eDvMgVFoNV3TpwtrVCoTj,"['brooklyn drill', 'rap']",0.799,0.647,0.307,0.0748,1.13e-05,0.586,142.005
75,"{'album_type': 'album', 'name': 'AT.LONG.LAST.A$AP', 'release_date': '2015-05-26', 'total_tracks': 18, 'uri': 'spotify:album:3arNdjotCvtiiLFfjKngMc'}",A$AP Rocky,260986,2N3U8uTYhjX2KwGT0pf5x0,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",79,13ubrt8QOOCPljQ2FL1Kca,"['east coast hip hop', 'hip hop', 'rap', 'trap']",0.394,0.661,0.192,0.00996,0.0,0.335,149.818
76,"{'album_type': 'album', 'name': 'MISCREANT', 'release_date': '2019-09-20', 'total_tracks': 8, 'uri': 'spotify:album:4X381fJ53pMVKyFYoFNBYA'}",Sueco,144000,1FOINGDWa0dPgCpMabLT4Y,fast,64,4iDroUFo89Y7YBsdDTBmTD,['cali rap'],0.861,0.599,0.217,0.182,0.00855,0.527,100.026
77,"{'album_type': 'single', 'name': 'All Bets Are Off', 'release_date': '2019-08-02', 'total_tracks': 1, 'uri': 'spotify:album:1VjnHCv01BkCsLbnGlVmoD'}",Oliver Tree,128447,0SYRCy90Nr9QSOa8eMRWaw,All Bets Are Off,50,6TLwD7HPWuiOzvXEa3oCNe,['alternative hip hop'],0.674,0.879,0.141,0.0362,0.0,0.551,145.484
78,"{'album_type': 'single', 'name': 'Do You Feel Me?', 'release_date': '2019-08-02', 'total_tracks': 1, 'uri': 'spotify:album:61ySPdOmnFtNhA8M7HIBLV'}",Oliver Tree,187754,2O7itneeXoILR304z8zzev,Do You Feel Me?,48,6TLwD7HPWuiOzvXEa3oCNe,['alternative hip hop'],0.656,0.547,0.0392,0.0149,0.181,0.232,114.013
79,"{'album_type': 'album', 'name': 'The Eminem Show', 'release_date': '2002-05-26', 'total_tracks': 20, 'uri': 'spotify:album:2cWBwpqMsDJC1ZUwz813lo'}",Eminem,297786,4xkOaSrkexMciUUogZKVTS,Till I Collapse,88,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",0.548,0.847,0.186,0.0622,0.0,0.1,171.447
80,"{'album_type': 'album', 'name': 'The Eminem Show', 'release_date': '2002-05-26', 'total_tracks': 20, 'uri': 'spotify:album:2cWBwpqMsDJC1ZUwz813lo'}",Eminem,324546,15qrWkkYCfmtu1uRpGf48L,White America,68,7dGJo4pcD2V6oG8kP0tJRR,"['detroit hip hop', 'hip hop', 'rap']",0.558,0.615,0.229,0.0103,0.0,0.16,76.673
